ma_hoa_don,ma_hang,so_luong,don_gia,giam_gia_phan_tram,giam_gia,gia_ban,thanh_tien,thoi_gian
HD000204,SP1020,5,397000,0,0,397000,1985000,2026-04-10T00:00:00
HD000204,SP1006,3,173000,0,0,173000,519000,2026-04-10T00:00:00
HD000204,SP1042,5,328000,0,0,328000,1640000,2026-04-10T00:00:00
HD000204,SP1077,1,335000,0,0,335000,335000,2026-04-10T00:00:00
HD000205,SP1065,4,463000,0,0,463000,1852000,2026-04-06T00:00:00
HD000205,SP1021,4,267000,10,106800,267000,961200,2026-04-06T00:00:00
HD000206,SP1038,5,236000,0,0,236000,1180000,2026-06-01T00:00:00
HD000206,SP1028,5,124000,0,0,124000,620000,2026-06-01T00:00:00
HD000206,SP1097,1,247000,15,37050,247000,209950,2026-06-01T00:00:00
HD000206,SP1080,4,235000,0,0,235000,940000,2026-06-01T00:00:00
HD000207,SP1088,4,475000,0,0,475000,1900000,2026-05-27T00:00:00
HD000207,SP1042,1,328000,0,0,328000,328000,2026-05-27T00:00:00
HD000208,SP1066,3,94000,0,0,94000,282000,2026-04-14T00:00:00
HD000208,SP1058,2,304000,0,0,304000,608000,2026-04-14T00:00:00
HD000208,SP1063,1,26000,0,0,26000,26000,2026-04-14T00:00:00
HD000208,SP1006,2,173000,0,0,173000,346000,2026-04-14T00:00:00
HD000209,SP1088,2,475000,0,0,475000,950000,2026-05-16T00:00:00
HD000209,SP1055,4,146000,0,0,146000,584000,2026-05-16T00:00:00
HD000209,SP1014,1,193000,0,0,193000,193000,2026-05-16T00:00:00
HD000210,SP1012,1,188000,0,0,188000,188000,2026-05-06T00:00:00
HD000210,SP1010,3,354000,0,0,354000,1062000,2026-05-06T00:00:00
HD000211,SP1050,3,312000,5,46800,312000,889200,2026-04-07T00:00:00
HD000211,SP1058,5,304000,5,76000,304000,1444000,2026-04-07T00:00:00
HD000211,SP1081,5,331000,5,82750,331000,1572250,2026-04-07T00:00:00
HD000211,SP1052,3,201000,0,0,201000,603000,2026-04-07T00:00:00
HD000211,SP1056,1,336000,0,0,336000,336000,2026-04-07T00:00:00
HD000212,SP1049,2,339000,0,0,339000,678000,2026-05-25T00:00:00
HD000212,SP1051,2,468000,0,0,468000,936000,2026-05-25T00:00:00
HD000212,SP1085,5,203000,0,0,203000,1015000,2026-05-25T00:00:00
HD000212,SP1004,2,359000,0,0,359000,718000,2026-05-25T00:00:00
HD000212,SP1061,3,278000,0,0,278000,834000,2026-05-25T00:00:00
HD000213,SP1001,5,17000,0,0,17000,85000,2026-05-19T00:00:00
HD000213,SP1074,5,6000,0,0,6000,30000,2026-05-19T00:00:00
HD000214,SP1021,5,267000,0,0,267000,1335000,2026-04-22T00:00:00
HD000214,SP1024,2,486000,5,48600,486000,923400,2026-04-22T00:00:00
HD000214,SP1029,5,409000,0,0,409000,2045000,2026-04-22T00:00:00
HD000215,SP1013,4,307000,0,0,307000,1228000,2026-04-15T00:00:00
HD000215,SP1026,3,272000,10,81600,272000,734400,2026-04-15T00:00:00
HD000215,SP1093,1,119000,0,0,119000,119000,2026-04-15T00:00:00
HD000215,SP1075,1,185000,0,0,185000,185000,2026-04-15T00:00:00
HD000216,SP1089,5,416000,0,0,416000,2080000,2026-05-05T00:00:00
HD000216,SP1075,3,185000,0,0,185000,555000,2026-05-05T00:00:00
HD000216,SP1020,2,397000,10,79400,397000,714600,2026-05-05T00:00:00
HD000216,SP1073,2,196000,0,0,196000,392000,2026-05-05T00:00:00
HD000217,SP1087,4,231000,0,0,231000,924000,2026-04-13T00:00:00
HD000217,SP1094,3,169000,0,0,169000,507000,2026-04-13T00:00:00
HD000217,SP1043,4,206000,0,0,206000,824000,2026-04-13T00:00:00
HD000218,SP1018,1,449000,0,0,449000,449000,2026-05-25T00:00:00
HD000218,SP1069,1,332000,0,0,332000,332000,2026-05-25T00:00:00
HD000218,SP1026,1,272000,0,0,272000,272000,2026-05-25T00:00:00
HD000218,SP1034,5,40000,0,0,40000,200000,2026-05-25T00:00:00
HD000219,SP1084,2,210000,0,0,210000,420000,2026-03-13T00:00:00
HD000219,SP1100,5,72000,0,0,72000,360000,2026-03-13T00:00:00
HD000219,SP1020,3,397000,5,59550,397000,1131450,2026-03-13T00:00:00
HD000219,SP1047,4,33000,0,0,33000,132000,2026-03-13T00:00:00
HD000219,SP1051,1,468000,0,0,468000,468000,2026-03-13T00:00:00
HD000220,SP1058,5,304000,0,0,304000,1520000,2026-05-26T00:00:00
HD000220,SP1021,2,267000,0,0,267000,534000,2026-05-26T00:00:00
HD000220,SP1023,4,150000,0,0,150000,600000,2026-05-26T00:00:00
HD000221,SP1006,5,173000,0,0,173000,865000,2026-05-10T00:00:00
HD000221,SP1086,3,113000,0,0,113000,339000,2026-05-10T00:00:00
HD000221,SP1027,4,15000,0,0,15000,60000,2026-05-10T00:00:00
HD000222,SP1095,5,453000,0,0,453000,2265000,2026-05-14T00:00:00
HD000222,SP1034,4,40000,0,0,40000,160000,2026-05-14T00:00:00
HD000222,SP1075,1,185000,0,0,185000,185000,2026-05-14T00:00:00
HD000222,SP1070,4,323000,0,0,323000,1292000,2026-05-14T00:00:00
HD000223,SP1063,5,26000,0,0,26000,130000,2026-04-29T00:00:00
HD000223,SP1062,4,275000,0,0,275000,1100000,2026-04-29T00:00:00
HD000223,SP1078,1,100000,0,0,100000,100000,2026-04-29T00:00:00
HD000223,SP1001,3,17000,0,0,17000,51000,2026-04-29T00:00:00
HD000224,SP1085,4,203000,0,0,203000,812000,2026-04-24T00:00:00
HD000224,SP1030,1,474000,0,0,474000,474000,2026-04-24T00:00:00
HD000225,SP1074,2,6000,0,0,6000,12000,2026-03-11T00:00:00
HD000225,SP1076,1,333000,0,0,333000,333000,2026-03-11T00:00:00
HD000225,SP1021,2,267000,15,80100,267000,453900,2026-03-11T00:00:00
HD000226,SP1093,3,119000,0,0,119000,357000,2026-05-14T00:00:00
HD000226,SP1094,2,169000,0,0,169000,338000,2026-05-14T00:00:00
HD000227,SP1075,5,185000,0,0,185000,925000,2026-05-09T00:00:00
HD000227,SP1099,3,454000,0,0,454000,1362000,2026-05-09T00:00:00
HD000227,SP1024,3,486000,0,0,486000,1458000,2026-05-09T00:00:00
HD000228,SP1017,5,136000,0,0,136000,680000,2026-03-17T00:00:00
HD000228,SP1014,2,193000,0,0,193000,386000,2026-03-17T00:00:00
HD000228,SP1003,2,51000,0,0,51000,102000,2026-03-17T00:00:00
HD000228,SP1026,5,272000,0,0,272000,1360000,2026-03-17T00:00:00
HD000228,SP1067,5,137000,0,0,137000,685000,2026-03-17T00:00:00
HD000229,SP1100,4,72000,0,0,72000,288000,2026-05-25T00:00:00
HD000229,SP1087,3,231000,0,0,231000,693000,2026-05-25T00:00:00
HD000230,SP1045,5,350000,10,175000,350000,1575000,2026-05-02T00:00:00
HD000230,SP1076,3,333000,0,0,333000,999000,2026-05-02T00:00:00
HD000230,SP1095,2,453000,0,0,453000,906000,2026-05-02T00:00:00
HD000230,SP1098,1,336000,0,0,336000,336000,2026-05-02T00:00:00
HD000230,SP1090,5,228000,0,0,228000,1140000,2026-05-02T00:00:00
HD000231,SP1067,4,137000,0,0,137000,548000,2026-03-09T00:00:00
HD000231,SP1001,3,17000,0,0,17000,51000,2026-03-09T00:00:00
HD000232,SP1073,4,196000,0,0,196000,784000,2026-04-10T00:00:00
HD000232,SP1047,4,33000,0,0,33000,132000,2026-04-10T00:00:00
HD000232,SP1079,5,206000,0,0,206000,1030000,2026-04-10T00:00:00
HD000232,SP1036,3,363000,0,0,363000,1089000,2026-04-10T00:00:00
HD000232,SP1088,4,475000,0,0,475000,1900000,2026-04-10T00:00:00
HD000233,SP1095,2,453000,0,0,453000,906000,2026-04-22T00:00:00
HD000233,SP1018,2,449000,20,179600,449000,718400,2026-04-22T00:00:00
HD000233,SP1085,3,203000,0,0,203000,609000,2026-04-22T00:00:00
HD000233,SP1016,5,110000,0,0,110000,550000,2026-04-22T00:00:00
HD000233,SP1096,1,241000,0,0,241000,241000,2026-04-22T00:00:00
HD000234,SP1061,1,278000,10,27800,278000,250200,2026-03-09T00:00:00
HD000234,SP1077,3,335000,5,50250,335000,954750,2026-03-09T00:00:00
HD000234,SP1056,4,336000,0,0,336000,1344000,2026-03-09T00:00:00
HD000235,SP1082,1,51000,0,0,51000,51000,2026-05-24T00:00:00
HD000235,SP1064,5,343000,0,0,343000,1715000,2026-05-24T00:00:00
HD000235,SP1057,1,136000,0,0,136000,136000,2026-05-24T00:00:00
HD000236,SP1047,1,33000,0,0,33000,33000,2026-06-06T00:00:00
HD000236,SP1031,1,465000,0,0,465000,465000,2026-06-06T00:00:00
HD000237,SP1076,1,333000,0,0,333000,333000,2026-04-23T00:00:00
HD000237,SP1026,5,272000,0,0,272000,1360000,2026-04-23T00:00:00
HD000237,SP1067,5,137000,0,0,137000,685000,2026-04-23T00:00:00
HD000237,SP1002,3,340000,0,0,340000,1020000,2026-04-23T00:00:00
HD000237,SP1095,3,453000,0,0,453000,1359000,2026-04-23T00:00:00
HD000238,SP1034,4,40000,0,0,40000,160000,2026-05-06T00:00:00
HD000238,SP1023,5,150000,15,112500,150000,637500,2026-05-06T00:00:00
HD000239,SP1069,4,332000,0,0,332000,1328000,2026-03-23T00:00:00
HD000239,SP1074,5,6000,0,0,6000,30000,2026-03-23T00:00:00
HD000239,SP1033,2,172000,0,0,172000,344000,2026-03-23T00:00:00
HD000239,SP1089,4,416000,0,0,416000,1664000,2026-03-23T00:00:00
HD000240,SP1009,2,416000,0,0,416000,832000,2026-03-12T00:00:00
HD000240,SP1049,4,339000,0,0,339000,1356000,2026-03-12T00:00:00
HD000240,SP1082,5,51000,0,0,51000,255000,2026-03-12T00:00:00
HD000240,SP1029,3,409000,0,0,409000,1227000,2026-03-12T00:00:00
HD000241,SP1010,3,354000,0,0,354000,1062000,2026-06-03T00:00:00
HD000241,SP1071,5,62000,0,0,62000,310000,2026-06-03T00:00:00
HD000241,SP1023,2,150000,0,0,150000,300000,2026-06-03T00:00:00
HD000241,SP1061,2,278000,0,0,278000,556000,2026-06-03T00:00:00
HD000242,SP1080,1,235000,5,11750,235000,223250,2026-04-11T00:00:00
HD000242,SP1046,4,152000,0,0,152000,608000,2026-04-11T00:00:00
HD000242,SP1020,5,397000,0,0,397000,1985000,2026-04-11T00:00:00
HD000243,SP1063,3,26000,0,0,26000,78000,2026-05-11T00:00:00
HD000243,SP1024,5,486000,20,486000,486000,1944000,2026-05-11T00:00:00
HD000243,SP1098,4,336000,0,0,336000,1344000,2026-05-11T00:00:00
HD000243,SP1066,1,94000,0,0,94000,94000,2026-05-11T00:00:00
HD000244,SP1016,1,110000,10,11000,110000,99000,2026-06-04T00:00:00
HD000244,SP1090,4,228000,0,0,228000,912000,2026-06-04T00:00:00
HD000244,SP1067,3,137000,0,0,137000,411000,2026-06-04T00:00:00
HD000244,SP1059,3,129000,0,0,129000,387000,2026-06-04T00:00:00
HD000244,SP1041,3,129000,0,0,129000,387000,2026-06-04T00:00:00
HD000245,SP1064,4,343000,0,0,343000,1372000,2026-05-26T00:00:00
HD000245,SP1055,3,146000,0,0,146000,438000,2026-05-26T00:00:00
HD000245,SP1027,4,15000,0,0,15000,60000,2026-05-26T00:00:00
HD000246,SP1013,2,307000,0,0,307000,614000,2026-03-25T00:00:00
HD000246,SP1093,4,119000,0,0,119000,476000,2026-03-25T00:00:00
HD000246,SP1035,2,260000,0,0,260000,520000,2026-03-25T00:00:00
HD000247,SP1063,5,26000,5,6500,26000,123500,2026-05-01T00:00:00
HD000247,SP1039,2,204000,15,61200,204000,346800,2026-05-01T00:00:00
HD000247,SP1033,4,172000,0,0,172000,688000,2026-05-01T00:00:00
HD000247,SP1072,1,300000,0,0,300000,300000,2026-05-01T00:00:00
HD000248,SP1045,3,350000,0,0,350000,1050000,2026-04-24T00:00:00
HD000248,SP1003,5,51000,0,0,51000,255000,2026-04-24T00:00:00
HD000248,SP1053,5,312000,0,0,312000,1560000,2026-04-24T00:00:00
HD000248,SP1016,5,110000,0,0,110000,550000,2026-04-24T00:00:00
HD000249,SP1100,5,72000,0,0,72000,360000,2026-04-23T00:00:00
HD000249,SP1095,2,453000,0,0,453000,906000,2026-04-23T00:00:00
HD000249,SP1058,3,304000,0,0,304000,912000,2026-04-23T00:00:00
HD000249,SP1011,5,434000,0,0,434000,2170000,2026-04-23T00:00:00
HD000249,SP1049,1,339000,15,50850,339000,288150,2026-04-23T00:00:00
HD000250,SP1100,4,72000,0,0,72000,288000,2026-04-28T00:00:00
HD000250,SP1047,2,33000,0,0,33000,66000,2026-04-28T00:00:00
HD000250,SP1096,2,241000,0,0,241000,482000,2026-04-28T00:00:00
HD000250,SP1076,3,333000,0,0,333000,999000,2026-04-28T00:00:00
HD000250,SP1067,1,137000,0,0,137000,137000,2026-04-28T00:00:00
HD000251,SP1004,4,359000,0,0,359000,1436000,2026-03-21T00:00:00
HD000251,SP1099,1,454000,10,45400,454000,408600,2026-03-21T00:00:00
HD000252,SP1095,2,453000,10,90600,453000,815400,2026-04-27T00:00:00
HD000252,SP1037,1,99000,15,14850,99000,84150,2026-04-27T00:00:00
HD000252,SP1057,3,136000,0,0,136000,408000,2026-04-27T00:00:00
HD000253,SP1076,5,333000,0,0,333000,1665000,2026-05-18T00:00:00
HD000253,SP1077,5,335000,0,0,335000,1675000,2026-05-18T00:00:00
HD000253,SP1059,3,129000,0,0,129000,387000,2026-05-18T00:00:00
HD000254,SP1053,1,312000,10,31200,312000,280800,2026-03-20T00:00:00
HD000254,SP1034,3,40000,0,0,40000,120000,2026-03-20T00:00:00
HD000254,SP1020,5,397000,20,397000,397000,1588000,2026-03-20T00:00:00
HD000254,SP1039,4,204000,0,0,204000,816000,2026-03-20T00:00:00
HD000255,SP1071,2,62000,0,0,62000,124000,2026-04-15T00:00:00
HD000255,SP1048,5,481000,0,0,481000,2405000,2026-04-15T00:00:00
HD000256,SP1067,3,137000,0,0,137000,411000,2026-04-26T00:00:00
HD000256,SP1098,5,336000,0,0,336000,1680000,2026-04-26T00:00:00
HD000256,SP1079,4,206000,0,0,206000,824000,2026-04-26T00:00:00
HD000257,SP1080,2,235000,0,0,235000,470000,2026-03-26T00:00:00
HD000257,SP1058,2,304000,5,30400,304000,577600,2026-03-26T00:00:00
HD000257,SP1035,2,260000,0,0,260000,520000,2026-03-26T00:00:00
HD000257,SP1090,3,228000,0,0,228000,684000,2026-03-26T00:00:00
HD000257,SP1063,4,26000,0,0,26000,104000,2026-03-26T00:00:00
HD000258,SP1040,1,99000,0,0,99000,99000,2026-03-28T00:00:00
HD000258,SP1064,2,343000,20,137200,343000,548800,2026-03-28T00:00:00
HD000258,SP1048,1,481000,0,0,481000,481000,2026-03-28T00:00:00
HD000258,SP1060,2,7000,0,0,7000,14000,2026-03-28T00:00:00
HD000258,SP1090,3,228000,0,0,228000,684000,2026-03-28T00:00:00
HD000259,SP1050,2,312000,0,0,312000,624000,2026-03-24T00:00:00
HD000259,SP1099,1,454000,0,0,454000,454000,2026-03-24T00:00:00
HD000259,SP1057,1,136000,0,0,136000,136000,2026-03-24T00:00:00
HD000260,SP1042,1,328000,0,0,328000,328000,2026-05-08T00:00:00
HD000260,SP1021,5,267000,0,0,267000,1335000,2026-05-08T00:00:00
HD000260,SP1081,3,331000,0,0,331000,993000,2026-05-08T00:00:00
HD000260,SP1094,3,169000,0,0,169000,507000,2026-05-08T00:00:00
HD000261,SP1031,4,465000,0,0,465000,1860000,2026-06-02T00:00:00
HD000261,SP1082,2,51000,0,0,51000,102000,2026-06-02T00:00:00
HD000262,SP1006,4,173000,0,0,173000,692000,2026-04-28T00:00:00
HD000262,SP1075,2,185000,0,0,185000,370000,2026-04-28T00:00:00
HD000263,SP1008,2,366000,0,0,366000,732000,2026-06-04T00:00:00
HD000263,SP1046,1,152000,10,15200,152000,136800,2026-06-04T00:00:00
HD000264,SP1057,4,136000,0,0,136000,544000,2026-05-19T00:00:00
HD000264,SP1094,2,169000,0,0,169000,338000,2026-05-19T00:00:00
HD000264,SP1025,1,422000,0,0,422000,422000,2026-05-19T00:00:00
HD000264,SP1003,4,51000,0,0,51000,204000,2026-05-19T00:00:00
HD000265,SP1042,5,328000,0,0,328000,1640000,2026-05-10T00:00:00
HD000265,SP1094,5,169000,0,0,169000,845000,2026-05-10T00:00:00
HD000265,SP1060,5,7000,0,0,7000,35000,2026-05-10T00:00:00
HD000265,SP1036,3,363000,0,0,363000,1089000,2026-05-10T00:00:00
HD000266,SP1094,5,169000,0,0,169000,845000,2026-05-06T00:00:00
HD000266,SP1024,1,486000,0,0,486000,486000,2026-05-06T00:00:00
HD000266,SP1003,5,51000,0,0,51000,255000,2026-05-06T00:00:00
HD000266,SP1080,2,235000,0,0,235000,470000,2026-05-06T00:00:00
HD000266,SP1047,4,33000,0,0,33000,132000,2026-05-06T00:00:00
HD000267,SP1015,1,412000,10,41200,412000,370800,2026-04-14T00:00:00
HD000267,SP1013,2,307000,0,0,307000,614000,2026-04-14T00:00:00
HD000267,SP1067,2,137000,10,27400,137000,246600,2026-04-14T00:00:00
HD000267,SP1085,1,203000,20,40600,203000,162400,2026-04-14T00:00:00
HD000268,SP1007,1,193000,10,19300,193000,173700,2026-05-15T00:00:00
HD000268,SP1047,4,33000,0,0,33000,132000,2026-05-15T00:00:00
HD000268,SP1029,1,409000,0,0,409000,409000,2026-05-15T00:00:00
HD000268,SP1078,1,100000,0,0,100000,100000,2026-05-15T00:00:00
HD000269,SP1079,5,206000,5,51500,206000,978500,2026-05-01T00:00:00
HD000269,SP1035,3,260000,10,78000,260000,702000,2026-05-01T00:00:00
HD000270,SP1025,2,422000,0,0,422000,844000,2026-03-21T00:00:00
HD000270,SP1068,5,104000,0,0,104000,520000,2026-03-21T00:00:00
HD000270,SP1085,1,203000,0,0,203000,203000,2026-03-21T00:00:00
HD000270,SP1032,5,222000,0,0,222000,1110000,2026-03-21T00:00:00
HD000270,SP1073,4,196000,0,0,196000,784000,2026-03-21T00:00:00
HD000271,SP1065,5,463000,0,0,463000,2315000,2026-03-22T00:00:00
HD000271,SP1044,3,193000,0,0,193000,579000,2026-03-22T00:00:00
HD000271,SP1085,5,203000,0,0,203000,1015000,2026-03-22T00:00:00
HD000271,SP1021,3,267000,0,0,267000,801000,2026-03-22T00:00:00
HD000271,SP1069,4,332000,0,0,332000,1328000,2026-03-22T00:00:00
HD000272,SP1099,4,454000,0,0,454000,1816000,2026-05-20T00:00:00
HD000272,SP1071,4,62000,5,12400,62000,235600,2026-05-20T00:00:00
HD000272,SP1096,3,241000,0,0,241000,723000,2026-05-20T00:00:00
HD000272,SP1033,5,172000,15,129000,172000,731000,2026-05-20T00:00:00
HD000272,SP1047,1,33000,0,0,33000,33000,2026-05-20T00:00:00
HD000273,SP1071,5,62000,0,0,62000,310000,2026-04-18T00:00:00
HD000273,SP1066,1,94000,0,0,94000,94000,2026-04-18T00:00:00
HD000273,SP1072,2,300000,15,90000,300000,510000,2026-04-18T00:00:00
HD000273,SP1074,5,6000,0,0,6000,30000,2026-04-18T00:00:00
HD000274,SP1073,3,196000,0,0,196000,588000,2026-04-16T00:00:00
HD000274,SP1028,2,124000,0,0,124000,248000,2026-04-16T00:00:00
HD000274,SP1094,5,169000,0,0,169000,845000,2026-04-16T00:00:00
HD000274,SP1010,1,354000,0,0,354000,354000,2026-04-16T00:00:00
HD000274,SP1093,3,119000,20,71400,119000,285600,2026-04-16T00:00:00
HD000275,SP1045,2,350000,0,0,350000,700000,2026-03-16T00:00:00
HD000275,SP1056,5,336000,0,0,336000,1680000,2026-03-16T00:00:00
HD000275,SP1054,4,255000,5,51000,255000,969000,2026-03-16T00:00:00
HD000275,SP1016,3,110000,0,0,110000,330000,2026-03-16T00:00:00
HD000276,SP1007,4,193000,0,0,193000,772000,2026-05-12T00:00:00
HD000276,SP1087,5,231000,0,0,231000,1155000,2026-05-12T00:00:00
HD000276,SP1094,1,169000,0,0,169000,169000,2026-05-12T00:00:00
HD000277,SP1011,1,434000,0,0,434000,434000,2026-04-28T00:00:00
HD000277,SP1061,3,278000,20,166800,278000,667200,2026-04-28T00:00:00
HD000277,SP1074,2,6000,0,0,6000,12000,2026-04-28T00:00:00
HD000277,SP1096,4,241000,0,0,241000,964000,2026-04-28T00:00:00
HD000278,SP1032,4,222000,0,0,222000,888000,2026-05-19T00:00:00
HD000278,SP1010,5,354000,20,354000,354000,1416000,2026-05-19T00:00:00
HD000278,SP1035,4,260000,0,0,260000,1040000,2026-05-19T00:00:00
HD000279,SP1099,2,454000,0,0,454000,908000,2026-04-22T00:00:00
HD000279,SP1040,5,99000,0,0,99000,495000,2026-04-22T00:00:00
HD000280,SP1030,3,474000,0,0,474000,1422000,2026-05-27T00:00:00
HD000280,SP1026,1,272000,5,13600,272000,258400,2026-05-27T00:00:00
HD000281,SP1002,3,340000,0,0,340000,1020000,2026-05-27T00:00:00
HD000281,SP1044,1,193000,0,0,193000,193000,2026-05-27T00:00:00
HD000281,SP1089,5,416000,0,0,416000,2080000,2026-05-27T00:00:00
HD000281,SP1015,5,412000,0,0,412000,2060000,2026-05-27T00:00:00
HD000282,SP1049,5,339000,10,169500,339000,1525500,2026-03-27T00:00:00
HD000282,SP1075,1,185000,0,0,185000,185000,2026-03-27T00:00:00
HD000283,SP1084,3,210000,0,0,210000,630000,2026-05-27T00:00:00
HD000283,SP1002,3,340000,0,0,340000,1020000,2026-05-27T00:00:00
HD000283,SP1009,1,416000,0,0,416000,416000,2026-05-27T00:00:00
HD000283,SP1050,4,312000,0,0,312000,1248000,2026-05-27T00:00:00
HD000283,SP1085,4,203000,0,0,203000,812000,2026-05-27T00:00:00
HD000284,SP1072,5,300000,0,0,300000,1500000,2026-04-01T00:00:00
HD000284,SP1092,4,139000,0,0,139000,556000,2026-04-01T00:00:00
HD000284,SP1003,2,51000,15,15300,51000,86700,2026-04-01T00:00:00
HD000284,SP1006,3,173000,0,0,173000,519000,2026-04-01T00:00:00
HD000284,SP1032,2,222000,0,0,222000,444000,2026-04-01T00:00:00
HD000285,SP1050,2,312000,0,0,312000,624000,2026-04-13T00:00:00
HD000285,SP1004,4,359000,0,0,359000,1436000,2026-04-13T00:00:00
HD000285,SP1072,1,300000,0,0,300000,300000,2026-04-13T00:00:00
HD000285,SP1036,5,363000,0,0,363000,1815000,2026-04-13T00:00:00
HD000286,SP1031,5,465000,0,0,465000,2325000,2026-05-28T00:00:00
HD000286,SP1074,5,6000,10,3000,6000,27000,2026-05-28T00:00:00
HD000286,SP1020,5,397000,0,0,397000,1985000,2026-05-28T00:00:00
HD000286,SP1055,2,146000,0,0,146000,292000,2026-05-28T00:00:00
HD000286,SP1040,3,99000,0,0,99000,297000,2026-05-28T00:00:00
HD000287,SP1084,3,210000,5,31500,210000,598500,2026-03-26T00:00:00
HD000287,SP1073,2,196000,0,0,196000,392000,2026-03-26T00:00:00
HD000287,SP1021,2,267000,0,0,267000,534000,2026-03-26T00:00:00
HD000288,SP1057,3,136000,0,0,136000,408000,2026-04-30T00:00:00
HD000288,SP1096,2,241000,10,48200,241000,433800,2026-04-30T00:00:00
HD000288,SP1082,1,51000,0,0,51000,51000,2026-04-30T00:00:00
HD000288,SP1095,5,453000,0,0,453000,2265000,2026-04-30T00:00:00
HD000289,SP1030,3,474000,20,284400,474000,1137600,2026-05-26T00:00:00
HD000289,SP1088,2,475000,0,0,475000,950000,2026-05-26T00:00:00
HD000289,SP1004,5,359000,0,0,359000,1795000,2026-05-26T00:00:00
HD000290,SP1061,1,278000,0,0,278000,278000,2026-04-01T00:00:00
HD000290,SP1018,1,449000,0,0,449000,449000,2026-04-01T00:00:00
HD000290,SP1021,4,267000,0,0,267000,1068000,2026-04-01T00:00:00
HD000290,SP1025,2,422000,0,0,422000,844000,2026-04-01T00:00:00
HD000290,SP1029,1,409000,0,0,409000,409000,2026-04-01T00:00:00
HD000291,SP1089,4,416000,0,0,416000,1664000,2026-05-04T00:00:00
HD000291,SP1042,5,328000,0,0,328000,1640000,2026-05-04T00:00:00
HD000291,SP1059,4,129000,0,0,129000,516000,2026-05-04T00:00:00
HD000291,SP1032,4,222000,0,0,222000,888000,2026-05-04T00:00:00
HD000291,SP1055,5,146000,0,0,146000,730000,2026-05-04T00:00:00
HD000292,SP1059,4,129000,0,0,129000,516000,2026-03-13T00:00:00
HD000292,SP1006,1,173000,0,0,173000,173000,2026-03-13T00:00:00
HD000292,SP1032,5,222000,0,0,222000,1110000,2026-03-13T00:00:00
HD000292,SP1067,1,137000,0,0,137000,137000,2026-03-13T00:00:00
HD000292,SP1069,4,332000,0,0,332000,1328000,2026-03-13T00:00:00
HD000293,SP1038,2,236000,0,0,236000,472000,2026-04-14T00:00:00
HD000293,SP1079,4,206000,5,41200,206000,782800,2026-04-14T00:00:00
HD000293,SP1007,2,193000,0,0,193000,386000,2026-04-14T00:00:00
HD000293,SP1089,5,416000,20,416000,416000,1664000,2026-04-14T00:00:00
HD000293,SP1067,3,137000,0,0,137000,411000,2026-04-14T00:00:00
HD000294,SP1033,2,172000,0,0,172000,344000,2026-04-03T00:00:00
HD000294,SP1042,1,328000,20,65600,328000,262400,2026-04-03T00:00:00
HD000295,SP1094,5,169000,0,0,169000,845000,2026-03-19T00:00:00
HD000295,SP1066,2,94000,0,0,94000,188000,2026-03-19T00:00:00
HD000295,SP1079,5,206000,0,0,206000,1030000,2026-03-19T00:00:00
HD000295,SP1021,2,267000,0,0,267000,534000,2026-03-19T00:00:00
HD000295,SP1049,2,339000,0,0,339000,678000,2026-03-19T00:00:00
HD000296,SP1037,2,99000,15,29700,99000,168300,2026-05-01T00:00:00
HD000296,SP1081,1,331000,0,0,331000,331000,2026-05-01T00:00:00
HD000296,SP1024,4,486000,0,0,486000,1944000,2026-05-01T00:00:00
HD000296,SP1016,1,110000,0,0,110000,110000,2026-05-01T00:00:00
HD000296,SP1017,4,136000,0,0,136000,544000,2026-05-01T00:00:00
HD000297,SP1011,3,434000,0,0,434000,1302000,2026-05-08T00:00:00
HD000297,SP1077,5,335000,0,0,335000,1675000,2026-05-08T00:00:00
HD000297,SP1001,2,17000,10,3400,17000,30600,2026-05-08T00:00:00
HD000297,SP1032,1,222000,0,0,222000,222000,2026-05-08T00:00:00
HD000297,SP1071,1,62000,5,3100,62000,58900,2026-05-08T00:00:00
HD000298,SP1007,4,193000,0,0,193000,772000,2026-05-25T00:00:00
HD000298,SP1014,2,193000,0,0,193000,386000,2026-05-25T00:00:00
